"chr"	"starts"	"ends"	"genes"
"65636"	"chr9"	34179792	34179793	"UBAP1"
"65637"	"chr9"	33291265	33291266	"NFX1"
"65638"	"chr9"	33291265	33291266	"NFX1"
"65639"	"chr9"	23851351	23851352	"ELAVL2"
"65640"	"chr9"	32385392	32385393	"ACO1"
"65641"	"chr9"	23851351	23851352	"ELAVL2"
"65642"	"chr9"	23851351	23851352	"ELAVL2"
"65643"	"chr9"	23826990	23826991	"ELAVL2"
"65644"	"chr9"	23826990	23826991	"ELAVL2"
"65645"	"chr9"	23851351	23851352	"ELAVL2"
"65646"	"chr9"	23826990	23826991	"ELAVL2"
"65647"	"chr9"	23826990	23826991	"ELAVL2"
"65648"	"chr9"	23826990	23826991	"ELAVL2"
"65649"	"chr9"	23826990	23826991	"ELAVL2"
"65650"	"chr9"	23826990	23826991	"ELAVL2"
"65651"	"chr9"	23826990	23826991	"ELAVL2"
"65652"	"chr9"	6237830	6237831	"IL33"
"65653"	"chr9"	4742549	4742550	"AK3"
"65654"	"chr9"	137579675	137579676	"DPH7"
"65655"	"chr9"	137579675	137579676	"DPH7"
"65656"	"chr9"	137579675	137579676	"DPH7"
"65657"	"chr9"	132945366	132945367	"TSC1"
"65658"	"chr9"	88992217	88992218	"S1PR3"
"65659"	"chr9"	129029081	129029082	"SH3GLB2"
"65660"	"chr9"	137460084	137460085	"NSMF"
"65661"	"chr9"	69205760	69205761	"TJP2"
"65662"	"chr9"	36037662	36037663	"RECK"
"65663"	"chr9"	36037662	36037663	"RECK"
"65664"	"chr9"	36037662	36037663	"RECK"
"65665"	"chr9"	36037662	36037663	"RECK"
"65666"	"chr9"	34330255	34330256	"NUDT2"
"65667"	"chr9"	83981532	83981533	"HNRNPK"
"65668"	"chr9"	135343998	135343999	"C9orf62"
"65669"	"chr9"	122724739	122724740	"OR1L4"
"65670"	"chr9"	89605761	89605762	"GADD45G"
"65671"	"chr9"	77178194	77178195	"VPS13A"
"65672"	"chr9"	92294506	92294507	"IARS"
"65673"	"chr9"	133378699	133378700	"SURF4"
"65674"	"chr9"	95508177	95508178	"PTCH1"
"65675"	"chr9"	137460084	137460085	"NSMF"
"65676"	"chr9"	137460084	137460085	"NSMF"
"65677"	"chr9"	137460084	137460085	"NSMF"
"65678"	"chr9"	124259000	124259001	"NEK6"
"65679"	"chr9"	35659041	35659042	"CCDC107"
"65680"	"chr9"	109321714	109321715	"EPB41L4B"
"65681"	"chr9"	128882861	128882862	"LRRC8A"
"65682"	"chr9"	135562505	135562506	"PAEP"
"65683"	"chr9"	126615192	126615193	"LMX1B"
"65684"	"chr9"	122906109	122906110	"RC3H2"
"65685"	"chr9"	101487520	101487521	"TMEM246"
"65686"	"chr9"	33240916	33240917	"SPINK4"
"65687"	"chr9"	137423912	137423913	"EXD3"
"65688"	"chr9"	97938922	97938923	"HEMGN"
"65689"	"chr9"	136688207	136688208	"AGPAT2"
"65690"	"chr9"	136867058	136867059	"EDF1"
"65691"	"chr9"	114931345	114931346	"TNFSF8"
"65692"	"chr9"	122371773	122371774	"PTGS1"
"65693"	"chr9"	83063892	83063893	"RASEF"
"65694"	"chr9"	131009923	131009924	"LAMC3"
"65695"	"chr9"	109168041	109168042	"FRRS1L"
"65696"	"chr9"	137551152	137551153	"PNPLA7"
"65697"	"chr9"	97502415	97502416	"TMOD1"
"65698"	"chr9"	120915322	120915323	"TRAF1"
"65699"	"chr9"	136663665	136663666	"EGFL7"
"65700"	"chr9"	83623892	83623893	"IDNK"
"65701"	"chr9"	93096966	93096967	"CARD19"
"65702"	"chr9"	111795687	111795688	"SHOC1"
"65703"	"chr9"	35665945	35665946	"ARHGEF39"
"65704"	"chr9"	79572522	79572523	"TLE4"
"65705"	"chr9"	79572522	79572523	"TLE4"
"65706"	"chr9"	79572522	79572523	"TLE4"
"65707"	"chr9"	79572522	79572523	"TLE4"
"65708"	"chr9"	6216556	6216557	"IL33"
"65709"	"chr9"	6215898	6215899	"IL33"
"65710"	"chr9"	70044597	70044598	"MAMDC2"
"65711"	"chr9"	69014873	69014874	"PRKACG"
"65712"	"chr9"	136728934	136728935	"SNHG7"
"65713"	"chr9"	84706650	84706651	"NTRK2"
"65714"	"chr9"	19231442	19231443	"DENND4C"
"65715"	"chr9"	72150189	72150190	"GDA"
"65716"	"chr9"	91950978	91950979	"ROR2"
"65717"	"chr9"	97412845	97412846	"TDRD7"
"65718"	"chr9"	91425376	91425377	"NFIL3"
"65719"	"chr9"	137878531	137878532	"CACNA1B"
"65720"	"chr9"	8734696	8734697	"PTPRD"
"65721"	"chr9"	137579675	137579676	"DPH7"
"65722"	"chr9"	137579675	137579676	"DPH7"
"65723"	"chr9"	128323197	128323198	"TRUB2"
"65724"	"chr9"	133164664	133164665	"GBGT1"
"65725"	"chr9"	133164664	133164665	"GBGT1"
"65726"	"chr9"	133164664	133164665	"GBGT1"
"65727"	"chr9"	133164664	133164665	"GBGT1"
"65728"	"chr9"	133149960	133149961	"RALGDS"
"65729"	"chr9"	133131907	133131908	"RALGDS"
"65730"	"chr9"	124694459	124694460	"MIR181B2"
"65731"	"chr9"	108935149	108935150	"ABITRAM"
"65732"	"chr9"	122265631	122265632	"MRRF"
"65733"	"chr9"	4793583	4793584	"RCL1"
"65734"	"chr9"	124012517	124012518	"LHX2"
"65735"	"chr9"	101399368	101399369	"MRPL50"
"65736"	"chr9"	133740705	133740706	"SARDH"
"65737"	"chr9"	95517715	95517716	"PTCH1"
"65738"	"chr9"	35097351	35097352	"PIGO"
"65739"	"chr9"	112333776	112333777	"PTBP3"
"65740"	"chr9"	40224034	40224035	"ANKRD20A2"
"65741"	"chr9"	66153716	66153717	"ANKRD20A2"
"65742"	"chr9"	84702354	84702355	"NTRK2"
"65743"	"chr9"	69821566	69821567	"C9orf135"
"65744"	"chr9"	22010063	22010064	"CDKN2B"
"65745"	"chr9"	85942278	85942279	"NAA35"
"65746"	"chr9"	89480640	89480641	"SEMA4D"
"65747"	"chr9"	112718867	112718868	"INIP"
"65748"	"chr9"	69175026	69175027	"TJP2"
"65749"	"chr9"	133164664	133164665	"GBGT1"
"65750"	"chr9"	128204128	128204129	"DNM1"
"65751"	"chr9"	105663206	105663207	"TAL2"
"65752"	"chr9"	128948483	128948484	"DOLK"
"65753"	"chr9"	90802568	90802569	"SYK"
"65754"	"chr9"	125262575	125262576	"GAPVD1"
"65755"	"chr9"	101487923	101487924	"TMEM246"
"65756"	"chr9"	36573611	36573612	"MELK"
"65757"	"chr9"	37754552	37754553	"TRMT10B"
"65758"	"chr9"	129029103	129029104	"SH3GLB2"
"65759"	"chr9"	37754552	37754553	"TRMT10B"
"65760"	"chr9"	37754552	37754553	"TRMT10B"
"65761"	"chr9"	129029103	129029104	"SH3GLB2"
"65762"	"chr9"	35103945	35103946	"STOML2"
"65763"	"chr9"	35103945	35103946	"STOML2"
"65764"	"chr9"	120877938	120877939	"PHF19"
"65765"	"chr9"	120869661	120869662	"PHF19"
"65766"	"chr9"	120895646	120895647	"PHF19"
"65767"	"chr9"	127452235	127452236	"LRSAM1"
"65768"	"chr9"	134068776	134068777	"BRD3"
"65769"	"chr9"	136993171	136993172	"PAXX"
"65770"	"chr9"	130054455	130054456	"GPR107"
"65771"	"chr9"	127803607	127803608	"FPGS"
"65772"	"chr9"	75029043	75029044	"CARNMT1"
"65773"	"chr9"	99105862	99105863	"TGFBR1"
"65774"	"chr9"	5451252	5451253	"CD274"
"65775"	"chr9"	137078266	137078267	"UAP1L1"
"65776"	"chr9"	101029476	101029477	"PLPPR1"
"65777"	"chr9"	125707984	125707985	"MAPKAP1"
"65778"	"chr9"	132671213	132671214	"GTF3C4"
"65779"	"chr9"	128505441	128505442	"GLE1"
"65780"	"chr9"	35539381	35539382	"RUSC2"
"65781"	"chr9"	505304	505305	"KANK1"
"65782"	"chr9"	84669207	84669208	"NTRK2"
"65783"	"chr9"	70869802	70869803	"TRPM3"
"65784"	"chr9"	101436524	101436525	"ALDOB"
"65785"	"chr9"	111038837	111038838	"LPAR1"
"65786"	"chr9"	128092213	128092214	"SLC25A25"
"65787"	"chr9"	133479849	133479850	"SLC2A6"
"65788"	"chr9"	129620962	129620963	"NTMT1"
"65789"	"chr9"	76693165	76693166	"PRUNE2"
"65790"	"chr9"	125262575	125262576	"GAPVD1"
"65791"	"chr9"	89480640	89480641	"SEMA4D"
"65792"	"chr9"	94260047	94260048	"ZNF169"
"65793"	"chr9"	123930888	123930889	"DENND1A"
"65794"	"chr9"	4985979	4985980	"JAK2"
"65795"	"chr9"	87497977	87497978	"DAPK1"
"65796"	"chr9"	87975530	87975531	"CDK20"
"65797"	"chr9"	137878531	137878532	"CACNA1B"
"65798"	"chr9"	36191605	36191606	"CLTA"
"65799"	"chr9"	111485133	111485134	"ECPAS"
"65800"	"chr9"	72365342	72365343	"ZFAND5"
"65801"	"chr9"	90802349	90802350	"SYK"
"65802"	"chr9"	4667230	4667231	"SPATA6L"
"65803"	"chr9"	84669271	84669272	"NTRK2"
"65804"	"chr9"	127779416	127779417	"SH2D3C"
"65805"	"chr9"	34377648	34377649	"MYORG"
"65806"	"chr9"	120843672	120843673	"PSMD5"
"65807"	"chr9"	86100951	86100952	"GOLM1"
"65808"	"chr9"	104764878	104764879	"NIPSNAP3B"
"65809"	"chr9"	36573644	36573645	"MELK"
"65810"	"chr9"	505304	505305	"KANK1"
"65811"	"chr9"	97698159	97698160	"XPA"
"65812"	"chr9"	97698159	97698160	"XPA"
"65813"	"chr9"	97698159	97698160	"XPA"
"65814"	"chr9"	97698159	97698160	"XPA"
"65815"	"chr9"	104095058	104095059	"SMC2"
"65816"	"chr9"	111600181	111600182	"PTGR1"
"65817"	"chr9"	75089263	75089264	"OSTF1"
"65818"	"chr9"	15511720	15511721	"PSIP1"
"65819"	"chr9"	136374431	136374432	"CARD9"
"65820"	"chr9"	97501929	97501930	"TMOD1"
"65821"	"chr9"	114806789	114806790	"TNFSF15"
"65822"	"chr9"	137424012	137424013	"EXD3"
"65823"	"chr9"	96778879	96778880	"ZNF510"
"65824"	"chr9"	122371282	122371283	"PTGS1"
"65825"	"chr9"	121202619	121202620	"RAB14"
"65826"	"chr9"	97984090	97984091	"ANP32B"
"65827"	"chr9"	137579675	137579676	"DPH7"
"65828"	"chr9"	117705152	117705153	"TLR4"
"65829"	"chr9"	114588518	114588519	"ATP6V1G1"
"65830"	"chr9"	129753792	129753793	"PTGES"
"65831"	"chr9"	128276702	128276703	"GOLGA2"
"65832"	"chr9"	137579675	137579676	"DPH7"
"65833"	"chr9"	128421606	128421607	"CERCAM"
"65834"	"chr9"	126915531	126915532	"RALGPS1"
"65835"	"chr9"	5232168	5232169	"INSL4"
"65836"	"chr9"	4851046	4851047	"MIR101.2"
"65837"	"chr9"	128393464	128393465	"MIR219A2"
"65838"	"chr9"	112718867	112718868	"INIP"
"65839"	"chr9"	123369528	123369529	"CRB2"
"65840"	"chr9"	126915531	126915532	"RALGPS1"
"65841"	"chr9"	92116163	92116164	"SPTLC1"
"65842"	"chr9"	133062731	133062732	"CEL"
"65843"	"chr9"	10613752	10613753	"PTPRD"
"65844"	"chr9"	133376916	133376917	"SURF4"
"65845"	"chr9"	33403318	33403319	"AQP7"
"65846"	"chr9"	97412845	97412846	"TDRD7"
"65847"	"chr9"	27530564	27530565	"MOB3B"
"65848"	"chr9"	137231682	137231683	"SLC34A3"
"65849"	"chr9"	89179568	89179569	"SHC3"
"65850"	"chr9"	91362719	91362720	"AUH"
"65851"	"chr9"	111038379	111038380	"LPAR1"
"65852"	"chr9"	111037530	111037531	"LPAR1"
"65853"	"chr9"	22010055	22010056	"CDKN2B"
"65854"	"chr9"	124416192	124416193	"PSMB7"
"65855"	"chr9"	26957161	26957162	"IFT74"
"65856"	"chr9"	35116612	35116613	"FAM214B"
"65857"	"chr9"	34958236	34958237	"PHF24"
"65858"	"chr9"	34959034	34959035	"PHF24"
"65859"	"chr9"	113276322	113276323	"CDC26"
"65860"	"chr9"	96384461	96384462	"SLC35D2"
"65861"	"chr9"	137028213	137028214	"C9orf139"
"65862"	"chr9"	4985835	4985836	"JAK2"
"65863"	"chr9"	5042442	5042443	"JAK2"
"65864"	"chr9"	4985835	4985836	"JAK2"
"65865"	"chr9"	5304978	5304979	"RLN2"
"65866"	"chr9"	122371773	122371774	"PTGS1"
"65867"	"chr9"	128276128	128276129	"SWI5"
"65868"	"chr9"	2844845	2844846	"PUM3"
"65869"	"chr9"	37486697	37486698	"POLR1E"
"65870"	"chr9"	92294506	92294507	"IARS"
"65871"	"chr9"	84669271	84669272	"NTRK2"
"65872"	"chr9"	133357237	133357238	"SURF1"
"65873"	"chr9"	1051106	1051107	"DMRT2"
"65874"	"chr9"	93452358	93452359	"FAM120AOS"
"65875"	"chr9"	136728934	136728935	"SNHG7"
"65876"	"chr9"	84671098	84671099	"NTRK2"
"65877"	"chr9"	128703252	128703253	"PKN3"
"65878"	"chr9"	133377115	133377116	"STKLD1"
"65879"	"chr9"	4667230	4667231	"SPATA6L"
"65880"	"chr9"	136867058	136867059	"EDF1"
"65881"	"chr9"	134918662	134918663	"FCN1"
"65882"	"chr9"	92975185	92975186	"FGD3"
"65883"	"chr9"	123930888	123930889	"DENND1A"
"65884"	"chr9"	121075615	121075616	"C5"
"65885"	"chr9"	6758099	6758100	"KDM4C"
"65886"	"chr9"	6758099	6758100	"KDM4C"
"65887"	"chr9"	72150100	72150101	"GDA"
"65888"	"chr9"	87498483	87498484	"DAPK1"
"65889"	"chr9"	132879561	132879562	"AK8"
"65890"	"chr9"	136411322	136411323	"PMPCA"
"65891"	"chr9"	136411322	136411323	"PMPCA"
"65892"	"chr9"	125707958	125707959	"MAPKAP1"
"65893"	"chr9"	125707958	125707959	"MAPKAP1"
"65894"	"chr9"	37121221	37121222	"ZCCHC7"
"65895"	"chr9"	33935114	33935115	"UBAP2"
"65896"	"chr9"	128689971	128689972	"SET"
"65897"	"chr9"	131190888	131190889	"NUP214"
"65898"	"chr9"	132355736	132355737	"SETX"
"65899"	"chr9"	74888470	74888471	"TRPM6"
"65900"	"chr9"	842446	842447	"DMRT1"
"65901"	"chr9"	125262575	125262576	"GAPVD1"
"65902"	"chr9"	122371282	122371283	"PTGS1"
"65903"	"chr9"	69821566	69821567	"C9orf135"
"65904"	"chr9"	83922182	83922183	"KIF27"
"65905"	"chr9"	112334369	112334370	"PTBP3"
"65906"	"chr9"	136399187	136399188	"SNAPC4"
"65907"	"chr9"	15423625	15423626	"SNAPC3"
"65908"	"chr9"	21995540	21995541	"CDKN2B.AS1"
"65909"	"chr9"	6216556	6216557	"IL33"
"65910"	"chr9"	121371000	121371001	"STOM"
"65911"	"chr9"	15511769	15511770	"PSIP1"
"65912"	"chr9"	137139903	137139904	"GRIN1"
"65913"	"chr9"	6413900	6413901	"UHRF2"
"65914"	"chr9"	125262575	125262576	"GAPVD1"
"65915"	"chr9"	125262575	125262576	"GAPVD1"
"65916"	"chr9"	15511039	15511040	"PSIP1"
"65917"	"chr9"	125262575	125262576	"GAPVD1"
"65918"	"chr9"	36259198	36259199	"GNE"
"65919"	"chr9"	89480640	89480641	"SEMA4D"
"65920"	"chr9"	127917791	127917792	"ST6GALNAC4"
"65921"	"chr9"	21483063	21483064	"IFNE"
"65922"	"chr9"	133423116	133423117	"ADAMTS13"
"65923"	"chr9"	130043939	130043940	"FNBP1"
"65924"	"chr9"	115118907	115118908	"TNC"
"65925"	"chr9"	21306063	21306064	"IFNA5"
"65926"	"chr9"	89311944	89311945	"CKS2"
"65927"	"chr9"	131532013	131532014	"UCK1"
"65928"	"chr9"	93059450	93059451	"SUSD3"
"65929"	"chr9"	128192322	128192323	"CIZ1"
"65930"	"chr9"	129112063	129112064	"PTPA"
"65931"	"chr9"	90643574	90643575	"DIRAS2"
"65932"	"chr9"	20623249	20623250	"MLLT3"
"65933"	"chr9"	130580326	130580327	"FUBP3"
"65934"	"chr9"	977404	977405	"DMRT3"
"65935"	"chr9"	24546647	24546648	"IZUMO3"
"65936"	"chr9"	129112164	129112165	"PTPA"
"65937"	"chr9"	20659058	20659059	"FOCAD"
"65938"	"chr9"	2622536	2622537	"VLDLR"
"65939"	"chr9"	112718867	112718868	"INIP"
"65940"	"chr9"	113341025	113341026	"WDR31"
"65941"	"chr9"	101534602	101534603	"RNF20"
"65942"	"chr9"	127736044	127736045	"TOR2A"
"65943"	"chr9"	127736044	127736045	"TOR2A"
"65944"	"chr9"	127736044	127736045	"TOR2A"
"65945"	"chr9"	127736044	127736045	"TOR2A"
"65946"	"chr9"	114330538	114330539	"ORM2"
"65947"	"chr9"	120877938	120877939	"PHF19"
"65948"	"chr9"	137256076	137256077	"NELFB"
"65949"	"chr9"	125262575	125262576	"GAPVD1"
"65950"	"chr9"	125262575	125262576	"GAPVD1"
"65951"	"chr9"	125262575	125262576	"GAPVD1"
"65952"	"chr9"	125262575	125262576	"GAPVD1"
"65953"	"chr9"	122906109	122906110	"RC3H2"
"65954"	"chr9"	81690285	81690286	"TLE1"
"65955"	"chr9"	94031562	94031563	"PTPDC1"
"65956"	"chr9"	127931527	127931528	"PIP5KL1"
"65957"	"chr9"	128068070	128068071	"NAIF1"
"65958"	"chr9"	133739102	133739103	"SARDH"
"65959"	"chr9"	127917776	127917777	"ST6GALNAC4"
"65960"	"chr9"	92116163	92116164	"SPTLC1"
"65961"	"chr9"	121743534	121743535	"DAB2IP"
"65962"	"chr9"	14694182	14694183	"ZDHHC21"
"65963"	"chr9"	133580996	133580997	"FAM163B"
"65964"	"chr9"	133031172	133031173	"LOC105376306"
"65965"	"chr9"	114506223	114506224	"WHRN"
"65966"	"chr9"	114612040	114612041	"TMEM268"
"65967"	"chr9"	96620593	96620594	"CDC14B"
"65968"	"chr9"	96567581	96567582	"CDC14B"
"65969"	"chr9"	96384461	96384462	"SLC35D2"
"65970"	"chr9"	96567581	96567582	"CDC14B"
"65971"	"chr9"	96567581	96567582	"CDC14B"
"65972"	"chr9"	127736044	127736045	"TOR2A"
"65973"	"chr9"	127772044	127772045	"SH2D3C"
"65974"	"chr9"	127716828	127716829	"TTC16"
"65975"	"chr9"	127579781	127579782	"NIBAN2"
"65976"	"chr9"	128204972	128204973	"CIZ1"
"65977"	"chr9"	215614	215615	"DOCK8"
"65978"	"chr9"	127803930	127803931	"FPGS"
"65979"	"chr9"	137619754	137619755	"EHMT1"
"65980"	"chr9"	134136831	134136832	"WDR5"
"65981"	"chr9"	35829977	35829978	"TMEM8B"
"65982"	"chr9"	104095058	104095059	"SMC2"
"65983"	"chr9"	32573909	32573910	"NDUFB6"
"65984"	"chr9"	707426	707427	"KANK1"
"65985"	"chr9"	707426	707427	"KANK1"
"65986"	"chr9"	707426	707427	"KANK1"
"65987"	"chr9"	707426	707427	"KANK1"
"65988"	"chr9"	694088	694089	"KANK1"
"65989"	"chr9"	694088	694089	"KANK1"
"65990"	"chr9"	694088	694089	"KANK1"
"65991"	"chr9"	694088	694089	"KANK1"
"65992"	"chr9"	123930888	123930889	"DENND1A"
"65993"	"chr9"	81690285	81690286	"TLE1"
"65994"	"chr9"	95507949	95507950	"PTCH1"
"65995"	"chr9"	35813012	35813013	"SPAG8"
"65996"	"chr9"	66153716	66153717	"ANKRD20A1"
"65997"	"chr9"	69036501	69036502	"FXN"
"65998"	"chr9"	33002378	33002379	"APTX"
"65999"	"chr9"	136993171	136993172	"PAXX"
"66000"	"chr9"	128455904	128455905	"ODF2"
"66001"	"chr9"	5451291	5451292	"CD274"
"66002"	"chr9"	114079050	114079051	"AMBP"
"66003"	"chr9"	136411407	136411408	"PMPCA"
"66004"	"chr9"	39289053	39289054	"CNTNAP3"
"66005"	"chr9"	94329394	94329395	"NUTM2F"
"66006"	"chr9"	83957492	83957493	"C9orf64"
"66007"	"chr9"	127265523	127265524	"GARNL3"
"66008"	"chr9"	128456755	128456756	"ODF2"
"66009"	"chr9"	126915531	126915532	"RALGPS1"
"66010"	"chr9"	36573611	36573612	"MELK"
"66011"	"chr9"	36573611	36573612	"MELK"
"66012"	"chr9"	93096966	93096967	"CARD19"
"66013"	"chr9"	93096966	93096967	"CARD19"
"66014"	"chr9"	69821566	69821567	"C9orf135"
"66015"	"chr9"	123930876	123930877	"DENND1A"
"66016"	"chr9"	125262575	125262576	"GAPVD1"
"66017"	"chr9"	129037375	129037376	"MIGA2"
"66018"	"chr9"	37035018	37035019	"PAX5"
"66019"	"chr9"	36191670	36191671	"CLTA"
"66020"	"chr9"	112718867	112718868	"INIP"
"66021"	"chr9"	112718867	112718868	"INIP"
"66022"	"chr9"	112718867	112718868	"INIP"
"66023"	"chr9"	110126250	110126251	"PALM2.AKAP2"
"66024"	"chr9"	110257257	110257258	"TXN"
"66025"	"chr9"	111525928	111525929	"ZNF483"
"66026"	"chr9"	72061355	72061356	"C9orf57"
"66027"	"chr9"	36137482	36137483	"GLIPR2"
"66028"	"chr9"	93454331	93454332	"FAM120AOS"
"66029"	"chr9"	77649072	77649073	"GNA14"
"66030"	"chr9"	1051369	1051370	"DMRT2"
"66031"	"chr9"	15423625	15423626	"SNAPC3"
"66032"	"chr9"	84672840	84672841	"NTRK2"
"66033"	"chr9"	136728934	136728935	"SNHG7"
"66034"	"chr9"	128724877	128724878	"ZDHHC12"
"66035"	"chr9"	105558880	105558881	"FKTN"
"66036"	"chr9"	137139903	137139904	"GRIN1"
"66037"	"chr9"	133357299	133357300	"SURF2"
"66038"	"chr9"	123269336	123269337	"STRBP"
"66039"	"chr9"	36191670	36191671	"CLTA"
"66040"	"chr9"	69821566	69821567	"C9orf135"
"66041"	"chr9"	69760761	69760762	"PTAR1"
"66042"	"chr9"	111662354	111662355	"GNG10"
"66043"	"chr9"	112718867	112718868	"INIP"
"66044"	"chr9"	112718867	112718868	"INIP"
"66045"	"chr9"	109780947	109780948	"PALM2.AKAP2"
"66046"	"chr9"	34652934	34652935	"IL11RA"
"66047"	"chr9"	137579675	137579676	"DPH7"
"66048"	"chr9"	137579675	137579676	"DPH7"
"66049"	"chr9"	137579675	137579676	"DPH7"
"66050"	"chr9"	120927546	120927547	"TRAF1"
"66051"	"chr9"	137228315	137228316	"RNF224"
"66052"	"chr9"	29214351	29214352	"LINGO2"
"66053"	"chr9"	131503667	131503668	"POMT1"
"66054"	"chr9"	26947739	26947740	"IFT74"
"66055"	"chr9"	128724877	128724878	"ZDHHC12"
"66056"	"chr9"	128724877	128724878	"ZDHHC12"
"66057"	"chr9"	128724877	128724878	"ZDHHC12"
"66058"	"chr9"	132355736	132355737	"SETX"
"66059"	"chr9"	126805755	126805756	"ZBTB43"
"66060"	"chr9"	35080766	35080767	"FANCG"
"66061"	"chr9"	70259727	70259728	"SMC5"
"66062"	"chr9"	5511280	5511281	"PDCD1LG2"
"66063"	"chr9"	133376916	133376917	"SURF4"
"66064"	"chr9"	97634172	97634173	"NCBP1"
"66065"	"chr9"	97634172	97634173	"NCBP1"
"66066"	"chr9"	128883251	128883252	"LRRC8A"
"66067"	"chr9"	37651703	37651704	"FRMPD1"
"66068"	"chr9"	94031562	94031563	"PTPDC1"
"66069"	"chr9"	128685821	128685822	"SET"
"66070"	"chr9"	128690724	128690725	"SET"
"66071"	"chr9"	7800528	7800529	"DMAC1"
"66072"	"chr9"	132583355	132583356	"BARHL1"
"66073"	"chr9"	36170137	36170138	"CCIN"
"66074"	"chr9"	687516	687517	"KANK1"
"66075"	"chr9"	687516	687517	"KANK1"
"66076"	"chr9"	505304	505305	"KANK1"
"66077"	"chr9"	100427962	100427963	"MSANTD3"
"66078"	"chr9"	19128242	19128243	"PLIN2"
"66079"	"chr9"	98797305	98797306	"ANKS6"
"66080"	"chr9"	15553792	15553793	"CCDC171"
"66081"	"chr9"	121202232	121202233	"GSN"
"66082"	"chr9"	8734696	8734697	"PTPRD"
"66083"	"chr9"	71912388	71912389	"C9orf85"
"66084"	"chr9"	71912388	71912389	"C9orf85"
"66085"	"chr9"	83623892	83623893	"IDNK"
"66086"	"chr9"	15423625	15423626	"SNAPC3"
"66087"	"chr9"	107284028	107284029	"RAD23B"
"66088"	"chr9"	136546798	136546799	"NOTCH1"
"66089"	"chr9"	35750036	35750037	"RGP1"
"66090"	"chr9"	32385392	32385393	"ACO1"
"66091"	"chr9"	35733415	35733416	"CREB3"
"66092"	"chr9"	131740694	131740695	"RAPGEF1"
"66093"	"chr9"	21975883	21975884	"CDKN2A"
"66094"	"chr9"	120580917	120580918	"CDK5RAP2"
"66095"	"chr9"	23822570	23822571	"ELAVL2"
"66096"	"chr9"	129626902	129626903	"NTMT1"
"66097"	"chr9"	71911995	71911996	"ABHD17B"
"66098"	"chr9"	136328288	136328289	"GPSM1"
"66099"	"chr9"	107285518	107285519	"RAD23B"
"66100"	"chr9"	128323197	128323198	"TRUB2"
"66101"	"chr9"	128323588	128323589	"COQ4"
"66102"	"chr9"	105448783	105448784	"FSD1L"
"66103"	"chr9"	37121347	37121348	"ZCCHC7"
"66104"	"chr9"	37121221	37121222	"ZCCHC7"
"66105"	"chr9"	37121347	37121348	"ZCCHC7"
"66106"	"chr9"	69174804	69174805	"TJP2"
"66107"	"chr9"	128192322	128192323	"CIZ1"
"66108"	"chr9"	121051025	121051026	"C5"
"66109"	"chr9"	84670478	84670479	"NTRK2"
"66110"	"chr9"	14532827	14532828	"NFIB"
"66111"	"chr9"	136853095	136853096	"MAMDC4"
"66112"	"chr9"	83981021	83981022	"HNRNPK"
"66113"	"chr9"	21560548	21560549	"MIR31HG"
"66114"	"chr9"	21368826	21368827	"IFNA13"
"66115"	"chr9"	137046927	137046928	"NPDC1"
"66116"	"chr9"	136411364	136411365	"ENTR1"
"66117"	"chr9"	34459554	34459555	"DNAI1"
"66118"	"chr9"	113341025	113341026	"WDR31"
"66119"	"chr9"	117705152	117705153	"TLR4"
"66120"	"chr9"	137054811	137054812	"ENTPD2"
"66121"	"chr9"	135640290	135640291	"GLT6D1"
"66122"	"chr9"	129111543	129111544	"CRAT"
"66123"	"chr9"	27574231	27574232	"C9orf72"
"66124"	"chr9"	110580491	110580492	"SVEP1"
"66125"	"chr9"	77178283	77178284	"VPS13A"
"66126"	"chr9"	113341025	113341026	"WDR31"
"66127"	"chr9"	68357360	68357361	"PGM5"
"66128"	"chr9"	27574616	27574617	"C9orf72"
"66129"	"chr9"	84670055	84670056	"NTRK2"
"66130"	"chr9"	136364494	136364495	"DNLZ"
"66131"	"chr9"	87499284	87499285	"DAPK1"
"66132"	"chr9"	136688207	136688208	"AGPAT2"
"66133"	"chr9"	35690675	35690676	"TPM2"
"66134"	"chr9"	132671151	132671152	"DDX31"
"66135"	"chr9"	132664076	132664077	"DDX31"
"66136"	"chr9"	33291265	33291266	"NFX1"
"66137"	"chr9"	79573926	79573927	"TLE4"
"66138"	"chr9"	79572522	79572523	"TLE4"
"66139"	"chr9"	79573926	79573927	"TLE4"
"66140"	"chr9"	21996074	21996075	"CDKN2A"
"66141"	"chr9"	129626902	129626903	"NTMT1"
"66142"	"chr9"	120869661	120869662	"PHF19"
"66143"	"chr9"	34621245	34621246	"DCTN3"
"66144"	"chr9"	71447721	71447722	"TRPM3"
"66145"	"chr9"	15423625	15423626	"SNAPC3"
"66146"	"chr9"	23822570	23822571	"ELAVL2"
"66147"	"chr9"	23823305	23823306	"ELAVL2"
"66148"	"chr9"	23823882	23823883	"ELAVL2"
"66149"	"chr9"	23823882	23823883	"ELAVL2"
"66150"	"chr9"	128276895	128276896	"SWI5"
"66151"	"chr9"	136096039	136096040	"NACC2"
"66152"	"chr9"	84672840	84672841	"NTRK2"
"66153"	"chr9"	105695290	105695291	"TMEM38B"
"66154"	"chr9"	133031424	133031425	"GTF3C5"
"66155"	"chr9"	93956105	93956106	"BARX1"
"66156"	"chr9"	137139903	137139904	"GRIN1"
